Date of Lead Publication,Imported By,Date Imported,Verification Status,Lead Id,Lead Title,Lead URL,Authoring Organizations Type,Author,Source,Lead Priority,Assignee,Entry Id,Lead-Entry Id,Modified Excerpt,Original Excerpt,Context - Dimension,Context - Subdimension,Population,Vulnerable groups - Level 0,Factors - Dimension,Factors - Subdimension,Malawi Polygons,Country,Country (code),District,District (code),Town,Town (code),Date,Reliability,Health Services - Dimension,Health Services - Subdimension,Outbreak - Dimension,Outbreak - Subdimension,Health and social consequences,Interventions to control the outbreak,Spread of the outbreak,Health workforce,Socio-economic status
16-03-2022,Delphyne de Peretti,27-04-2022,Uncontrolled,79284,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,https://prod-api.thedeep.io/private-file/7839d91b-84cb-46a1-b183-27d7d6269787/ihac007.pdf,,,Partners in Hope,Low,Delphyne de Peretti,572438,79284-572438,"Nearly 980 000 ?rst doses, and 366 000 second doses, of the Serum Institute-AstraZeneca COVID-19 vaccine (COVISHIELD), had been distributed nationally as of 16 December 2021.16","nearly 980 000 ?rst doses, and 366 000 second doses, of the Serum Institute-AstraZeneca COVID-19 vaccine (COVISHIELD), had been distributed nationally as of 16 December 2021.16",,,Urban,,,,,Malawi,Malawi,,,,,16-12-2021,High,,,Response,Logistics,Neutral,Neutral,Neutral,Health care worker,
16-03-2022,Delphyne de Peretti,27-04-2022,Uncontrolled,79284,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,https://prod-api.thedeep.io/private-file/7839d91b-84cb-46a1-b183-27d7d6269787/ihac007.pdf,,,Partners in Hope,Low,Delphyne de Peretti,572438,79284-572438,"Nearly 980 000 ?rst doses, and 366 000 second doses, of the Serum Institute-AstraZeneca COVID-19 vaccine (COVISHIELD), had been distributed nationally as of 16 December 2021.16","nearly 980 000 ?rst doses, and 366 000 second doses, of the Serum Institute-AstraZeneca COVID-19 vaccine (COVISHIELD), had been distributed nationally as of 16 December 2021.16",,,Urban,,,,,Malawi,Malawi,,,,,16-12-2021,High,,,Response,Vaccination,Neutral,Neutral,Neutral,Health care worker,
16-03-2022,Delphyne de Peretti,27-04-2022,Uncontrolled,79284,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,https://prod-api.thedeep.io/private-file/7839d91b-84cb-46a1-b183-27d7d6269787/ihac007.pdf,,,Partners in Hope,Low,Delphyne de Peretti,572436,79284-572436,"Several factors  have potentially exacerbated Malawi’s COVID-19 situation, including proximity to very high-burden countries like South Africa, low knowledge and perceived risk of COVID-19 and limited uptake of preventive measures like mask-wearing.","exacerbated Malawi’s COVID-19 situation, including proximity to very high-burden countries like South Africa,2 low knowledge and perceived risk of COVID-1919 and limited uptake of preventive measures like mask-wearing.",Factors,Geographic and infrastructure,Urban,,,,,Malawi,Malawi,,,,,05-05-2021,Medium,Accessibility,Informational,Epidemiology,Virus and variant,Increase,Neutral,Facilitate,Health care worker,
16-03-2022,Delphyne de Peretti,27-04-2022,Uncontrolled,79284,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,https://prod-api.thedeep.io/private-file/7839d91b-84cb-46a1-b183-27d7d6269787/ihac007.pdf,,,Partners in Hope,Low,Delphyne de Peretti,572436,79284-572436,"Several factors  have potentially exacerbated Malawi’s COVID-19 situation, including proximity to very high-burden countries like South Africa, low knowledge and perceived risk of COVID-19 and limited uptake of preventive measures like mask-wearing.","exacerbated Malawi’s COVID-19 situation, including proximity to very high-burden countries like South Africa,2 low knowledge and perceived risk of COVID-1919 and limited uptake of preventive measures like mask-wearing.",Factors,Geographic and infrastructure,Urban,,,,,Malawi,Malawi,,,,,05-05-2021,Medium,Accessibility,Informational,Disease,Covid-19,Increase,Neutral,Facilitate,Health care worker,
16-03-2022,Delphyne de Peretti,27-04-2022,Uncontrolled,79284,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,https://prod-api.thedeep.io/private-file/7839d91b-84cb-46a1-b183-27d7d6269787/ihac007.pdf,,,Partners in Hope,Low,Delphyne de Peretti,572436,79284-572436,"Several factors  have potentially exacerbated Malawi’s COVID-19 situation, including proximity to very high-burden countries like South Africa, low knowledge and perceived risk of COVID-19 and limited uptake of preventive measures like mask-wearing.","exacerbated Malawi’s COVID-19 situation, including proximity to very high-burden countries like South Africa,2 low knowledge and perceived risk of COVID-1919 and limited uptake of preventive measures like mask-wearing.",Factors,Geographic and infrastructure,Urban,,,,,Malawi,Malawi,,,,,05-05-2021,Medium,Accessibility,Informational,Response,RCCE,Increase,Neutral,Facilitate,Health care worker,
16-03-2022,Delphyne de Peretti,27-04-2022,Uncontrolled,79284,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,https://prod-api.thedeep.io/private-file/7839d91b-84cb-46a1-b183-27d7d6269787/ihac007.pdf,,,Partners in Hope,Low,Delphyne de Peretti,572435,79284-572435,"The Ministry of Health (MOH) has reported >63 000 COVID-19 cases and 2311 deaths (a case fatality rate of 3.6%) in Malawi (as of 16 December 2021), although testing is limited and ?ndings from elsewhere in Africa indicate that the actual seroprevalence may be much higher.","The Ministry of Health (MOH) has reported >63 000 COVID-19 cases and 2311 deaths (a case fatality rate of 3.6%)16 in Malawi (as of 16 December 2021), although testing is limited and ?nd- ings from elsewhere in Africa indicate that the actual seropreva- lence may be much higher.",Factors,Geographic and infrastructure,Urban,,,,,Malawi,Malawi,,,,,16-12-2021,High,Availability,Medical supply,Epidemiology,Cases,Increase,Hinder,Facilitate,Health care workers,
16-03-2022,Delphyne de Peretti,27-04-2022,Uncontrolled,79284,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,https://prod-api.thedeep.io/private-file/7839d91b-84cb-46a1-b183-27d7d6269787/ihac007.pdf,,,Partners in Hope,Low,Delphyne de Peretti,572435,79284-572435,"The Ministry of Health (MOH) has reported >63 000 COVID-19 cases and 2311 deaths (a case fatality rate of 3.6%) in Malawi (as of 16 December 2021), although testing is limited and ?ndings from elsewhere in Africa indicate that the actual seroprevalence may be much higher.","The Ministry of Health (MOH) has reported >63 000 COVID-19 cases and 2311 deaths (a case fatality rate of 3.6%)16 in Malawi (as of 16 December 2021), although testing is limited and ?nd- ings from elsewhere in Africa indicate that the actual seropreva- lence may be much higher.",Factors,Geographic and infrastructure,Urban,,,,,Malawi,Malawi,,,,,16-12-2021,High,Availability,Medical supply,Disease,Covid-19,Increase,Hinder,Facilitate,Health care workers,
16-03-2022,Delphyne de Peretti,27-04-2022,Uncontrolled,79284,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,https://prod-api.thedeep.io/private-file/7839d91b-84cb-46a1-b183-27d7d6269787/ihac007.pdf,,,Partners in Hope,Low,Delphyne de Peretti,572435,79284-572435,"The Ministry of Health (MOH) has reported >63 000 COVID-19 cases and 2311 deaths (a case fatality rate of 3.6%) in Malawi (as of 16 December 2021), although testing is limited and ?ndings from elsewhere in Africa indicate that the actual seroprevalence may be much higher.","The Ministry of Health (MOH) has reported >63 000 COVID-19 cases and 2311 deaths (a case fatality rate of 3.6%)16 in Malawi (as of 16 December 2021), although testing is limited and ?nd- ings from elsewhere in Africa indicate that the actual seropreva- lence may be much higher.",Factors,Geographic and infrastructure,Urban,,,,,Malawi,Malawi,,,,,16-12-2021,High,Availability,Medical supply,Response,Surveillance/Contact tracing,Increase,Hinder,Facilitate,Health care workers,
16-03-2022,Delphyne de Peretti,27-04-2022,Uncontrolled,79284,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,https://prod-api.thedeep.io/private-file/7839d91b-84cb-46a1-b183-27d7d6269787/ihac007.pdf,,,Partners in Hope,Low,Delphyne de Peretti,572434,79284-572434,A recent pooled analysis found that 80% of survey respondents from low- and middle-income countries expressed a willingness to be vaccinated,A recent pooled analysis found that 80% of survey respondents from low- and middle-income countries expressed a willingness to be vacci- nated,,,Urban,,,,,Malawi,Malawi,,,,,05-05-2021,Medium,Acceptibility,Intention,Epidemiology,Virus and variant,Decrease,Enable,Discourage,Health care worker,
16-03-2022,Delphyne de Peretti,27-04-2022,Uncontrolled,79284,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,https://prod-api.thedeep.io/private-file/7839d91b-84cb-46a1-b183-27d7d6269787/ihac007.pdf,,,Partners in Hope,Low,Delphyne de Peretti,572434,79284-572434,A recent pooled analysis found that 80% of survey respondents from low- and middle-income countries expressed a willingness to be vaccinated,A recent pooled analysis found that 80% of survey respondents from low- and middle-income countries expressed a willingness to be vacci- nated,,,Urban,,,,,Malawi,Malawi,,,,,05-05-2021,Medium,Acceptibility,Intention,Disease,Covid-19,Decrease,Enable,Discourage,Health care worker,
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571938,79125-571938,"Over the past five years, an annual average of 1.5 million Malawians has been in need of humanitarian support.","Over the past five years, an annual average of 1.5 million Malawians has been in need of humanitarian support.",,,,,,,,Malawi,Malawi,,,,,,Medium,,,Epidemiology,Ecology/environment,Neutral,Neutral,Neutral,,Low-income individual/poverty
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571937,79125-571937,"Since last August, over 37,000 metric tons of U.S. commodities have reached Malawi, with prepositioning warehouses in Durban and Djibouti helping to ensure a swift response. USAID’s Office of Food for Peace has donated a further $16 million for the local procurement of food commodities, mostly maize, but total U.S. contributions will cover only a quarter of the targeted population’s food needs through January.","Since last August, over 37,000 metric tons of U.S. commodities have reached Malawi, with prepositioning warehouses in Durban and Djibouti helping to ensure a swift response. USAID’s Office of Food for Peace has donated a further $16 million for the local procurement of food commodities, mostly maize, but total U.S. contributions will cover only a quarter of the targeted population’s food needs through January.",Factors,Geographic and infrastructure,,,,,,,,,,,,,Medium,,,Epidemiology,Ecology/environment,Decrease,Enable,Neutral,,Low-income individual/poverty
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571937,79125-571937,"Since last August, over 37,000 metric tons of U.S. commodities have reached Malawi, with prepositioning warehouses in Durban and Djibouti helping to ensure a swift response. USAID’s Office of Food for Peace has donated a further $16 million for the local procurement of food commodities, mostly maize, but total U.S. contributions will cover only a quarter of the targeted population’s food needs through January.","Since last August, over 37,000 metric tons of U.S. commodities have reached Malawi, with prepositioning warehouses in Durban and Djibouti helping to ensure a swift response. USAID’s Office of Food for Peace has donated a further $16 million for the local procurement of food commodities, mostly maize, but total U.S. contributions will cover only a quarter of the targeted population’s food needs through January.",Factors,Engaging civil society and local organisations,,,,,,,,,,,,,Medium,,,Epidemiology,Ecology/environment,Decrease,Enable,Neutral,,Low-income individual/poverty
